Description,Commenting,Ogling,Groping
train arriv amth tt way leer terribl gave stern lookright old man come stair start comment catcal wink made face told fuck,1,1,0
boyi usual get comment catcal facial express one day also follow man look wire veri scari,1,1,1
comment catcal whistl,1,0,0
elbow inappropri way,0,0,1
conductor bus comment dressup utter bad word,1,0,0
harass,1,0,1
travel bus one girl forc harres boy bus,1,0,1
misbehav,0,1,1
group boy whistl girl walk alon toward home dark even,0,0,0
go market guy tri come realli close notic press peni waist,0,0,1
guy whistl random good look girl dure afternoon hour,0,0,0
basic eve teas man tri follow,0,1,0
wait brother law unknown guy ask go,0,0,0
man seat next bus start talk ignoreh insult ( stupid prostitut ) dare beat iwa rescu passeng vehicl,1,0,0
guy tri rub bodi anoth woman metro station,0,0,0
group boy pass abus commentsit happen afternoon saket metro station,1,0,0
walk street one comment quot big thing ( breast ) though childquot scold comment women near also scold,1,0,0
tri invit hous also tri touch,0,0,1
see guyz teas girl bharat talki squar,0,0,0
whistl,0,0,0
bike boy came stop front friend grop breast went away,0,1,1
two boy made indec nois face,1,0,0
harass bus,1,0,0
friend told one night went night club boyfriend around amaft danc went car guy forc romanc never wantedth forc boy boy succeed sex tore cloth,0,0,0
cross road group guy take pictur,0,0,0
one junior mine got marri complet th sad becaus educ everyth today world marri girl befor complet educ mad,0,0,0
incid took place around mid april eveninga guy wear black shirt black pant start touch girl tri cross road around bodi,0,0,1
chinki chikni kind comment,1,0,0
chain snatch comment ogling/faci express,1,1,0
whistl touch public bus,0,0,1
guy drunk tri touch realli offens behavior,0,0,1
onc travel one drunk man total stuck ladi felt uncomfort unfortun ladi silent rais voicei felt unabl help,0,0,1
catcal,0,0,0
teacher beat pupil,0,0,0
go relat home man tri take pictur,0,0,0
realli terribl,1,0,0
misbehav,0,0,1
stare inappropri wayit happen morn around month back,0,1,0
group guy rie tocuh inappropri place whistl regular,1,1,1
harass male teacher tuition alon student left,0,0,0
four guy comment one girl,1,0,0
one day public busi saw one boy ps tortur one girl,0,1,0
donot fall defin criteria law appropri futur profession growth,0,1,0
pass church old delhi peopl start comment dure even hour,1,0,0
catcal,0,0,0
man touch thigh pack sit tempoo,0,0,1
shop sadar bazaar sister law muslim man appear accompani child slap rear bat hand hit man made excus say kid mistak lie face confront shout left right sister law stop pursu,0,0,1
boy tri touch deliber dtc bus,0,0,1
gone friend place afternoon sit outsid hous talk saw man constant stare direct told uncl nearbi ignor us told aunti us came help us confront man first deni later apolog left,0,1,0
friend primari teacher school use behav ackward student would complain would beat without ani reason,0,1,1
walk street man came nearbi peopl road open pant show peni spoke dirti word run away,1,0,0
uncl want kiss promis buy anyth need,0,0,0
guy follow leav bag run away call friend pick,1,1,0
molest saw friend vehicl near babari mandi leav tri get hold pallu bike scold let go unfortun,1,0,1
forc touch train,0,1,1
sweep class room boy start run class touch breast,0,0,1
tow girl park lot crowd park guy contin follow girl irrit,0,0,0
way home school saw one boy teas two girl girl wait bus stand bus girl seek help one elder person end,1,0,0
harass coach class delhi,0,0,1
group men stand near cobbler stall observ constant stare everi women amp girl top bottom access road,1,1,0
two boy comment friend,1,0,0
pupil come school boy girl walk togeth boy land girl breast ran away,0,0,1
return colleg day rain heavili could not find rickshaw decid walk societi minut walk distanc metro station spot biker stop ask direct told start ask whi walk alon accompani ignor start walk revers bike said dont use umbrealla mayb boy get lucki see thing said bike anyth also entir road empti moment onli thing want rush home,1,0,0
take pictur mundka,0,0,0
want cri pervert make comment,1,0,0
man stare continu,0,1,0
somebodi tri touch back,1,0,1
stalk white wagon r tint window,0,0,0
one guy stand street threw water window went see happen saw masturb front us,0,0,0
guy park keep take round behind walk,0,0,0
chain snatch bhejanpura west ghonder delhi even,0,0,0
got harass rajiv chowk metro station,0,1,0
catcal comment night,1,0,0
chain snatach market peopl kept look know becam selfish peopl,0,0,0
men touch inappropri street,1,0,1
misbehaviour peopl,1,1,0
friend mine get back school stranger two wheeler stop ask direct place soon told smile point said quotdid see quot peni minut blank ran away,1,1,0
ladi hypnotis woke found haridwar without jewelleri,0,0,0
one friend girl work cochin ( kerala ) get continuo call talk sexual abus word tri reach number not pick call know call continuosli not allow even use mobil purpos pleas help,0,0,0
guy came bike snactch phone,1,0,0
slipon pretext save person part touch,0,1,0
case sexual harass done group young peopl metro train alleg victim rais voic,0,0,1
peopl follow way back home return job place market barnala punjab could not report area surviv whole area report might gone away later creat problem us,0,0,0
come across fool vagabond almost everi place delhi dure colleg life pass indec comment whistl indec manner show vulgar gestur doe make person ( girl ) embarrass conscious,1,1,0
poor street light unsaf area near metro station,0,0,0
friend person start comment us,1,0,0
morn men make nonsens drama front us take rs us,0,0,0
guy pass filthi comment ask happen dure night,1,0,0
travel harass becaus not go anywhereit happen night around month back,1,1,1
young school children bulli outsid,0,0,0
survey carri safec ( red dot foundat ) along safec audit street market mumbai,0,1,0
comment ogl pictur taken dure night,1,1,0
aman tri touch appropri,0,0,1
pm road quit silent boy bike snatch chain ran away,0,0,0
onc travellingin bus bus visit relat one person frm bus tri talk n tri come close n tri touch shout n told got bus,0,0,1
onc girl spank butt walkingsh speak guy smile walk away,0,0,1
girl rape,0,0,0
th grade home class past drop friend live veri lone area take turn lane least dude bike park soon saw start call name loud say realli terribl stuff froze track got bike made way us start make nois scream loud got scare scram yell parent come stare look boy dad drop bus stop,0,0,0
man call pass comment wait bus bus stop,1,0,0
stalk,1,0,0
earthquak peopl terai settl nayabastipeopl alway look differentlyi know negat not sing song look long time girl pass,0,1,0
heard number complaint femal student podar school today experienc mani men wander along santacruz ( w ) skywalk set eye girl begin follow extent ask think ignor walk,1,0,0
pass comment,1,1,0
got bus walk home auto driver companion follow yard make indec comment thank back soon desert portion street endednev get auto driver companion even insist onli short distanc,1,0,0
stranger tri touch friend intim area,0,0,1
teacher beat student,0,0,0
eve teas,1,1,1
return colleg use group boy tea shop smoke use teas comment sexi beauti well use whistl,1,0,0
comment girl afternoon buse,1,0,0
walk road one man came girl touch comment sexi give chanc follow,1,0,0
teacher send student seduc sister,0,0,0
old man offer lift car work ogl,0,1,0
dure holi festiv tata sumo accid ran pedestrian cross hill road vehicl stop second quick sped incid occur around injur bit influenc time suffer broken ankl bystand rush nearbi hospit,0,0,0
shop mom went kurta store shopkeep ask measur first confirm size process tri abus touch privat organ got angri threw tape face scold,0,0,1
cross road zebra cross group guy alway pass bad comment comment dress realli disturb us time feel not go colleg,1,0,0
wait colleg bus outsid home sudden man came cycl touch breast went away could not anyth happen sudden,0,0,1
use train travel work month ago got train man made sexual obscen comment,1,0,0
man walk hiletol saw gang pass unnecessari comment girl pass rout,1,0,0
touch dtc buse bad intent,1,1,1
vulgar touch stupid bike rider expect illeg element caus troubl girlssometim peopl seen indescrib activ front girl hostel close proxim know fuck shit get area madhapur hyderabad ayappa societi around dena bank lane behind vodaphon store,1,0,0
whistl girl pass seelampur market night,1,0,0
touch,1,0,1
friend mine touch coach friend,1,0,1
harass,1,1,1
man near hous keep stare whenev step outsid pass comment place lewd song told want marri confid mom got realli angri start beat not talk day girl alway blame even right hous bblock near wednesday market happen,0,1,0
go home friend boy sit stone start comment us alway soweto,1,0,0
return coach around pm two boy kavi nagar bike pass comment first ignor start follow continu ask person detail refus tell took mobil phone pocket went day continu stalk,0,0,0
touch grope dure afternoon,1,0,1
group boy comment sever women cross street outsid saket metro station,0,0,0
dec case sunday got readi meet friend came flat fast food centr corner teh road pass food centr worker start sing song point cloth immdiat turn back taught good lessoni shout told cant start sing song everi time girl pass street need control respect womenal guy stand head time made point,0,0,0
guy bus station comment like quotbabi babyquot even go far tryimg get hold,0,0,0
